,race,social_class,income,president,sex,urban
5230,White,Middle class,300000.0,1.0,Male,Suburb
5231,Hispanic,Lower class,49999.0,1.0,Male,Rural area
5232,White,Middle class,34999.0,0.0,Female,Small town
5233,White,Middle class,149999.0,1.0,Male,Suburb
5234,White,Lower class,19999.0,1.0,Female,Small town
5235,White,Middle class,34999.0,1.0,Female,City
5236,White,Middle class,39999.0,1.0,Male,Rural area
5237,White,Middle class,300000.0,1.0,Male,Small town
5238,White,Middle class,59999.0,0.0,Male,Small town
5239,White,Middle class,39999.0,0.0,Male,Suburb
5240,White,Middle class,249999.0,0.0,Male,Small town
5241,Hispanic,Middle class,24999.0,1.0,Male,City
5242,White,Working class,59999.0,0.0,Male,Small town
5243,White,Middle class,24999.0,1.0,Female,Small town
5244,White,Lower class,29999.0,1.0,Male,Small town
5245,White,Middle class,64999.0,1.0,Male,Suburb
5246,Asian,Middle class,99999.0,1.0,Female,City
5247,Hispanic,Middle class,174999.0,1.0,Female,Suburb
5248,White,Middle class,79999.0,1.0,Male,Small town
5249,White,Middle class,249999.0,0.0,Female,Suburb
5250,White,Middle class,79999.0,1.0,Female,Suburb
5251,White,Lower class,29999.0,1.0,Female,City
5252,Multiple,Working class,9999.0,0.0,Female,Rural area
5253,White,Working class,34999.0,1.0,Male,Small town
5254,White,Working class,44999.0,0.0,Female,Rural area
5255,White,Working class,29999.0,0.0,Male,Rural area
5256,Hispanic,Middle class,149999.0,1.0,Male,Suburb
5257,White,Middle class,174999.0,1.0,Female,City
5258,White,Upper class,300000.0,1.0,Male,Suburb
5259,Black,Middle class,9999.0,1.0,Female,Small town
5260,Asian,Middle class,174999.0,1.0,Male,City
5261,White,Working class,99999.0,0.0,Male,Rural area
5262,White,Middle class,99999.0,0.0,Female,Suburb
5263,White,Middle class,69999.0,0.0,Female,City
5264,Black,Middle class,300000.0,1.0,Male,Suburb
5265,White,Middle class,89999.0,1.0,Female,Small town
5266,White,Middle class,109999.0,0.0,Female,Rural area
5267,Hispanic,Working class,59999.0,1.0,Female,City
5268,Multiple,Working class,44999.0,1.0,Female,City
5269,White,Middle class,109999.0,1.0,Female,Suburb
5270,White,Working class,74999.0,0.0,Female,Small town
5271,Asian,Working class,59999.0,0.0,Male,Suburb
5272,White,Middle class,174999.0,0.0,Female,Suburb
5273,Black,Middle class,14999.0,1.0,Male,City
5274,White,Middle class,249999.0,1.0,Male,Small town
5275,Black,Middle class,29999.0,1.0,Female,City
5276,White,Working class,149999.0,1.0,Male,Suburb
5277,White,Working class,59999.0,1.0,Female,City
5278,White,Middle class,9999.0,1.0,Female,Suburb
5279,White,Working class,29999.0,1.0,Male,City
5280,White,Middle class,249999.0,1.0,Male,Small town
5281,White,Middle class,49999.0,1.0,Female,City
5282,White,Working class,39999.0,0.0,Male,Small town
5283,White,Upper class,300000.0,0.0,Male,Suburb
5284,White,Middle class,9999.0,0.0,Female,City
5285,White,Middle class,69999.0,1.0,Male,City
5286,White,Middle class,9999.0,0.0,Female,Suburb
5287,White,Working class,49999.0,0.0,Female,Rural area
5288,White,Working class,64999.0,0.0,Male,Small town
5289,White,Middle class,109999.0,1.0,Male,Suburb
5290,White,Middle class,249999.0,0.0,Male,Suburb
5291,White,Working class,74999.0,0.0,Female,Small town
5292,White,Middle class,9999.0,1.0,Male,City
5293,White,Middle class,9999.0,0.0,Male,Suburb
5294,White,Middle class,9999.0,0.0,Male,Suburb
5295,White,Middle class,74999.0,1.0,Male,City
5296,Black,Middle class,34999.0,1.0,Female,Suburb
5297,Hispanic,Middle class,109999.0,1.0,Female,City
5298,White,Middle class,174999.0,1.0,Female,Rural area
5299,Hispanic,Middle class,64999.0,0.0,Female,City
5300,White,Working class,64999.0,1.0,Male,City
5301,White,Working class,99999.0,0.0,Male,Suburb
5302,White,Middle class,89999.0,1.0,Female,Suburb
5303,White,Middle class,79999.0,1.0,Female,Suburb
5304,White,Lower class,14999.0,1.0,Male,Rural area
5305,Hispanic,Middle class,14999.0,1.0,Male,City
5306,White,Middle class,109999.0,1.0,Male,Suburb
5307,White,Middle class,300000.0,1.0,Female,Suburb
5308,White,Working class,24999.0,1.0,Male,City
5309,White,Working class,89999.0,1.0,Male,Rural area
5310,White,Working class,44999.0,0.0,Male,Small town
5311,White,Working class,300000.0,0.0,Male,Suburb
5312,White,Middle class,124999.0,1.0,Female,Suburb
5313,White,Working class,99999.0,1.0,Female,City
5314,White,Middle class,64999.0,0.0,Female,Small town
5315,White,Middle class,174999.0,0.0,Male,Small town
5316,Hispanic,Middle class,89999.0,1.0,Female,Small town
5317,White,Working class,9999.0,0.0,Male,Rural area
5318,White,Middle class,9999.0,1.0,Female,Small town
5319,White,Middle class,149999.0,0.0,Female,Small town
5320,Native American,Working class,59999.0,0.0,Male,Small town
5321,White,Middle class,44999.0,0.0,Female,Suburb
5322,Hispanic,Working class,59999.0,0.0,Male,Small town
5323,White,Lower class,9999.0,0.0,Female,City
5324,White,Middle class,49999.0,0.0,Male,Small town
5325,White,Middle class,99999.0,0.0,Male,Small town
5326,White,Middle class,249999.0,1.0,Female,City
5327,White,Middle class,124999.0,0.0,Female,Suburb
5328,White,Lower class,29999.0,0.0,Male,Rural area
5329,White,Middle class,300000.0,1.0,Female,Suburb
5330,Native American,Working class,64999.0,0.0,Male,Suburb
5331,White,Middle class,300000.0,1.0,Male,City
5332,White,Working class,39999.0,0.0,Female,Suburb
5333,White,Middle class,44999.0,1.0,Female,City
5334,Hispanic,Working class,64999.0,1.0,Male,City
5335,White,Working class,99999.0,0.0,Male,City
5336,White,Working class,99999.0,0.0,Female,Small town
5337,White,Working class,89999.0,0.0,Female,Rural area
5338,White,Working class,39999.0,0.0,Male,Rural area
5339,White,Working class,9999.0,0.0,Male,City
5340,White,Lower class,9999.0,1.0,Female,Rural area
5341,White,Middle class,300000.0,0.0,Female,Small town
5342,White,Middle class,300000.0,1.0,Female,Small town
5343,White,Working class,79999.0,1.0,Male,City
5344,Multiple,Working class,44999.0,0.0,Male,Suburb
5345,Black,Lower class,59999.0,1.0,Male,Small town
5346,White,Working class,39999.0,1.0,Male,Small town
5347,White,Lower class,34999.0,0.0,Male,Suburb
5348,White,Upper class,300000.0,1.0,Male,Suburb
5349,White,Upper class,300000.0,1.0,Male,Suburb
5350,White,Working class,99999.0,0.0,Male,Rural area
5351,White,Middle class,49999.0,1.0,Female,City
5352,Hispanic,Working class,59999.0,1.0,Male,City
5353,White,Upper class,174999.0,1.0,Female,Suburb
5354,Multiple,Middle class,109999.0,1.0,Female,Small town
5355,White,Middle class,300000.0,0.0,Male,City
5356,White,Middle class,99999.0,1.0,Female,Suburb
5357,Black,Lower class,9999.0,1.0,Male,Small town
5358,Hispanic,Working class,44999.0,1.0,Male,City
5359,White,Middle class,109999.0,0.0,Female,Rural area
5360,White,Working class,124999.0,0.0,Female,City
5361,White,Middle class,29999.0,0.0,Male,Rural area
5362,White,Middle class,249999.0,1.0,Female,City
5363,White,Working class,19999.0,0.0,Male,Small town
5364,White,Middle class,174999.0,1.0,Female,Suburb
5365,White,Middle class,109999.0,0.0,Female,Suburb
5366,White,Lower class,39999.0,1.0,Male,Small town
5367,White,Middle class,149999.0,1.0,Female,City
5368,White,Middle class,300000.0,1.0,Male,Suburb
5369,White,Middle class,79999.0,0.0,Male,Rural area
5370,Multiple,Lower class,19999.0,0.0,Female,Small town
5371,Native American,Middle class,99999.0,1.0,Female,Suburb
5372,White,Middle class,149999.0,0.0,Male,Suburb
5373,White,Working class,9999.0,0.0,Male,Small town
5374,White,Middle class,300000.0,0.0,Female,Rural area
5375,White,Middle class,300000.0,1.0,Male,Suburb
5376,White,Upper class,249999.0,0.0,Male,Suburb
5377,White,Middle class,9999.0,1.0,Male,Suburb
5378,Black,Working class,89999.0,0.0,Female,City
5379,Black,Working class,44999.0,1.0,Male,Small town
5380,White,Middle class,44999.0,1.0,Female,City
5381,White,Middle class,64999.0,1.0,Female,Suburb
5382,Hispanic,Working class,59999.0,1.0,Male,Suburb
5383,Black,Middle class,9999.0,1.0,Male,City
5384,Asian,Working class,89999.0,0.0,Male,Suburb
5385,White,Working class,9999.0,0.0,Female,Small town
5386,White,Working class,34999.0,0.0,Female,City
5387,White,Working class,19999.0,1.0,Female,Small town
5388,White,Working class,24999.0,1.0,Female,Small town
5389,Hispanic,Middle class,174999.0,1.0,Female,City
5390,White,Working class,109999.0,1.0,Female,Rural area
5391,White,Middle class,249999.0,1.0,Female,City
5392,White,Lower class,109999.0,0.0,Female,Rural area
5393,White,Working class,174999.0,1.0,Female,Suburb
5394,White,Working class,44999.0,1.0,Female,Suburb
5395,Multiple,Middle class,109999.0,1.0,Female,Suburb
5396,Hispanic,Middle class,89999.0,1.0,Female,City
5397,Native American,Working class,34999.0,1.0,Male,Suburb
5398,Black,Middle class,44999.0,1.0,Male,City
5399,White,Middle class,79999.0,1.0,Male,City
5400,Hispanic,Working class,59999.0,0.0,Female,City
5401,Native American,Middle class,59999.0,1.0,Female,Small town
5402,White,Middle class,109999.0,0.0,Male,Small town
5403,White,Middle class,249999.0,0.0,Female,Small town
5404,White,Working class,29999.0,1.0,Female,Suburb
5405,White,Middle class,99999.0,1.0,Male,Suburb
5406,White,Working class,24999.0,1.0,Female,Suburb
5407,White,Middle class,64999.0,0.0,Female,Small town
5408,White,Working class,34999.0,0.0,Female,Rural area
5409,Black,Middle class,49999.0,1.0,Male,City
5410,White,Middle class,249999.0,0.0,Male,Suburb
5411,White,Middle class,99999.0,0.0,Male,Suburb
5412,White,Working class,69999.0,1.0,Female,Suburb
5413,White,Middle class,24999.0,1.0,Male,Suburb
5414,White,Working class,69999.0,1.0,Female,Suburb
5415,White,Working class,99999.0,1.0,Female,Suburb
5416,Hispanic,Middle class,9999.0,1.0,Male,Suburb
5417,White,Middle class,300000.0,0.0,Male,Small town
5418,White,Middle class,149999.0,1.0,Male,Suburb
5419,White,Middle class,300000.0,1.0,Female,Suburb
5420,White,Middle class,79999.0,1.0,Female,Suburb
5421,White,Middle class,59999.0,1.0,Male,Small town
5422,White,Middle class,59999.0,0.0,Male,Suburb
5423,White,Middle class,124999.0,1.0,Female,Suburb
5424,White,Middle class,300000.0,0.0,Male,City
5425,White,Working class,69999.0,0.0,Male,City
5426,White,Middle class,124999.0,1.0,Female,City
5427,White,Middle class,89999.0,0.0,Male,Rural area
5428,White,Middle class,59999.0,0.0,Male,Small town
5429,White,Working class,44999.0,0.0,Male,Rural area
5430,White,Middle class,89999.0,0.0,Female,Suburb
5431,Native American,Middle class,149999.0,1.0,Female,City
5432,White,Working class,39999.0,0.0,Male,Small town
5433,White,Working class,14999.0,1.0,Male,City
5434,White,Working class,300000.0,0.0,Female,Rural area
5435,White,Middle class,109999.0,1.0,Male,Small town
5436,White,Middle class,9999.0,0.0,Male,Rural area
5437,White,Lower class,89999.0,0.0,Female,Rural area
5438,White,Middle class,74999.0,1.0,Male,Suburb
5439,Hispanic,Middle class,29999.0,1.0,Female,City
5440,White,Middle class,44999.0,1.0,Female,Suburb
5441,Black,Working class,79999.0,1.0,Female,City
5442,Hispanic,Working class,74999.0,1.0,Female,Small town
5443,White,Working class,34999.0,1.0,Male,Small town
5444,Black,Working class,34999.0,1.0,Female,City
5445,Hispanic,Middle class,9999.0,1.0,Male,Rural area
5446,White,Middle class,124999.0,1.0,Female,Small town
5447,White,Middle class,59999.0,0.0,Male,Suburb
5448,White,Middle class,249999.0,0.0,Male,City
5449,White,Middle class,249999.0,0.0,Female,Suburb
5450,White,Working class,109999.0,0.0,Female,Suburb
5451,White,Upper class,249999.0,1.0,Female,Suburb
5452,White,Working class,124999.0,1.0,Male,City
5453,White,Working class,34999.0,1.0,Male,Suburb
5454,White,Middle class,64999.0,1.0,Male,Suburb
5455,White,Middle class,249999.0,1.0,Male,City
5456,White,Middle class,109999.0,0.0,Male,City
5457,White,Middle class,89999.0,0.0,Male,Small town
5458,White,Working class,49999.0,0.0,Female,City
5459,White,Middle class,109999.0,0.0,Female,Suburb
5460,White,Working class,34999.0,0.0,Female,Suburb
5461,White,Upper class,249999.0,1.0,Female,City
5462,Multiple,Lower class,14999.0,0.0,Female,Rural area
5463,Black,Working class,74999.0,0.0,Female,Suburb
5464,White,Working class,99999.0,1.0,Female,City
5465,White,Middle class,249999.0,1.0,Female,Suburb
5466,White,Middle class,174999.0,0.0,Female,Small town
5467,Hispanic,Middle class,174999.0,0.0,Female,City
5468,White,Middle class,149999.0,1.0,Female,Suburb
5469,White,Upper class,300000.0,1.0,Female,Small town
5470,White,Lower class,14999.0,0.0,Female,Suburb
5471,Black,Middle class,109999.0,1.0,Female,City
5472,White,Middle class,74999.0,0.0,Female,Rural area
5473,Native American,Working class,24999.0,0.0,Female,Rural area
5474,White,Working class,109999.0,0.0,Female,Suburb
5475,Black,Working class,9999.0,1.0,Female,Small town
5476,White,Middle class,49999.0,0.0,Female,City
5477,White,Working class,29999.0,0.0,Female,Small town
5478,White,Middle class,59999.0,0.0,Female,Suburb
5479,White,Upper class,174999.0,1.0,Male,Rural area
5480,White,Upper class,249999.0,1.0,Male,Suburb
5481,White,Middle class,59999.0,0.0,Female,Small town
5482,Hispanic,Middle class,34999.0,1.0,Female,City
5483,White,Middle class,174999.0,1.0,Female,Suburb
5484,White,Lower class,34999.0,1.0,Male,City
5485,White,Working class,19999.0,0.0,Female,Rural area
5486,White,Middle class,89999.0,0.0,Male,Suburb
5487,White,Middle class,9999.0,0.0,Female,City
5488,White,Middle class,9999.0,0.0,Female,Small town
5489,Hispanic,Working class,9999.0,1.0,Female,City
5490,White,Middle class,39999.0,1.0,Female,Small town
5491,White,Middle class,34999.0,0.0,Female,Rural area
5492,White,Middle class,24999.0,0.0,Female,Small town
5493,Black,Working class,9999.0,1.0,Female,City
5494,Black,Middle class,79999.0,1.0,Female,Small town
5495,Asian,Middle class,59999.0,1.0,Female,Rural area
5496,White,Working class,9999.0,0.0,Female,Rural area
5497,White,Middle class,249999.0,0.0,Female,Small town
5498,White,Lower class,19999.0,1.0,Female,Rural area
5499,White,Middle class,174999.0,0.0,Female,Suburb
5500,Black,Middle class,74999.0,0.0,Female,City
5501,Black,Middle class,79999.0,0.0,Male,Suburb
5502,Black,Upper class,9999.0,1.0,Female,City
5503,White,Middle class,64999.0,0.0,Female,Small town
5504,White,Middle class,109999.0,0.0,Female,Small town
5505,White,Middle class,74999.0,0.0,Female,Suburb
5506,White,Middle class,64999.0,0.0,Male,Suburb
5507,White,Middle class,9999.0,1.0,Female,City
5508,White,Middle class,149999.0,1.0,Male,Small town
5509,Hispanic,Middle class,174999.0,1.0,Female,Suburb
5510,White,Middle class,24999.0,1.0,Female,Suburb
5511,White,Working class,19999.0,1.0,Female,City
5512,White,Middle class,59999.0,0.0,Male,Rural area
5513,White,Working class,174999.0,0.0,Female,Suburb
5514,White,Middle class,99999.0,1.0,Female,Suburb
5515,White,Middle class,89999.0,1.0,Female,Suburb
5516,White,Middle class,99999.0,1.0,Male,Suburb
5517,White,Middle class,89999.0,1.0,Male,Suburb
5518,White,Middle class,44999.0,0.0,Male,Small town
5519,Native American,Middle class,9999.0,1.0,Female,City
5520,White,Middle class,249999.0,1.0,Male,Suburb
5521,Native American,Working class,49999.0,0.0,Female,Small town
5522,White,Middle class,99999.0,0.0,Male,Rural area
5523,White,Middle class,249999.0,1.0,Female,Suburb
5524,Hispanic,Middle class,149999.0,1.0,Female,Suburb
5525,White,Upper class,79999.0,1.0,Female,Suburb
5526,Asian,Middle class,44999.0,1.0,Male,Suburb
5527,Black,Upper class,249999.0,1.0,Male,Suburb
5528,White,Working class,44999.0,0.0,Female,City
5529,White,Working class,59999.0,0.0,Female,City
5530,White,Middle class,99999.0,1.0,Female,Small town
5531,White,Middle class,74999.0,1.0,Male,Small town
5532,Hispanic,Working class,59999.0,0.0,Male,City
5533,Multiple,Working class,29999.0,1.0,Female,Rural area
5534,White,Working class,19999.0,1.0,Female,Small town
5535,Hispanic,Middle class,300000.0,1.0,Female,Suburb
5536,White,Middle class,9999.0,0.0,Male,Small town
5537,White,Lower class,34999.0,0.0,Male,City
5538,White,Middle class,249999.0,1.0,Male,Suburb
5539,Multiple,Middle class,249999.0,1.0,Female,City
5540,Hispanic,Working class,99999.0,1.0,Male,City
5541,White,Middle class,69999.0,1.0,Male,Suburb
5542,White,Working class,24999.0,0.0,Female,City
5543,Black,Working class,109999.0,1.0,Male,Small town
5544,Asian,Working class,79999.0,1.0,Female,Small town
5545,White,Middle class,300000.0,1.0,Male,Rural area
5546,Black,Upper class,174999.0,0.0,Female,Suburb
5547,White,Middle class,49999.0,1.0,Female,Small town
5548,White,Lower class,39999.0,1.0,Female,Small town
5549,Black,Lower class,9999.0,1.0,Female,City
5550,White,Working class,174999.0,0.0,Female,Small town
5551,White,Middle class,24999.0,1.0,Female,Rural area
5552,White,Middle class,99999.0,1.0,Female,Suburb
5553,White,Working class,109999.0,0.0,Male,Rural area
5554,Native American,Working class,89999.0,1.0,Female,Suburb
5555,White,Working class,99999.0,1.0,Male,Suburb
5556,White,Working class,9999.0,0.0,Female,Small town
5557,White,Middle class,9999.0,0.0,Female,Suburb
5558,White,Middle class,109999.0,0.0,Male,Suburb
5559,Hispanic,Working class,109999.0,1.0,Female,Rural area
5560,White,Lower class,19999.0,1.0,Female,Small town
5561,White,Middle class,109999.0,0.0,Female,City
5562,White,Working class,59999.0,0.0,Female,Small town
5563,Asian,Upper class,89999.0,1.0,Male,City
5564,White,Middle class,99999.0,0.0,Male,Rural area
5565,White,Middle class,249999.0,0.0,Male,Suburb
5566,White,Working class,24999.0,0.0,Male,City
5567,White,Working class,149999.0,0.0,Male,Rural area
5568,Hispanic,Middle class,14999.0,0.0,Male,City
5569,White,Working class,89999.0,1.0,Male,City
5570,White,Working class,49999.0,0.0,Male,Small town
5571,White,Working class,24999.0,1.0,Female,Small town
5572,White,Working class,9999.0,1.0,Female,Suburb
5573,White,Middle class,49999.0,1.0,Female,Suburb
5574,White,Middle class,9999.0,0.0,Female,Small town
5575,White,Middle class,174999.0,0.0,Male,Small town
5576,Hispanic,Working class,109999.0,1.0,Female,Small town
5577,White,Working class,39999.0,1.0,Female,Small town
5578,White,Middle class,89999.0,0.0,Male,Rural area
5579,White,Middle class,29999.0,1.0,Female,Suburb
5580,White,Middle class,300000.0,1.0,Male,City
5581,White,Middle class,249999.0,0.0,Female,Suburb
5582,White,Middle class,9999.0,0.0,Female,Small town
5583,White,Working class,44999.0,0.0,Female,Small town
5584,White,Middle class,64999.0,1.0,Female,Suburb
5585,White,Middle class,149999.0,1.0,Male,Suburb
5586,White,Middle class,49999.0,1.0,Male,Suburb
5587,White,Middle class,300000.0,0.0,Male,Suburb
5588,White,Middle class,14999.0,0.0,Male,Rural area
5589,White,Middle class,74999.0,1.0,Female,Suburb
5590,White,Working class,44999.0,0.0,Female,Small town
5591,White,Working class,99999.0,1.0,Male,Suburb
5592,White,Middle class,14999.0,1.0,Male,Rural area
5593,White,Middle class,64999.0,0.0,Male,Suburb
5594,Asian,Middle class,89999.0,0.0,Male,Suburb
5595,Black,Middle class,9999.0,1.0,Male,City
5596,White,Middle class,300000.0,1.0,Male,Suburb
5597,White,Working class,44999.0,1.0,Female,Suburb
5598,Black,Working class,39999.0,1.0,Male,City
5599,Black,Middle class,149999.0,1.0,Female,Suburb
5600,White,Middle class,19999.0,0.0,Female,Small town
5601,White,Middle class,174999.0,1.0,Male,Suburb
5602,Multiple,Working class,14999.0,0.0,Female,City
5603,Native American,Middle class,300000.0,1.0,Male,Suburb
5604,White,Lower class,59999.0,0.0,Male,Small town
5605,White,Middle class,249999.0,1.0,Female,Suburb
5606,White,Working class,9999.0,0.0,Female,Small town
5607,Multiple,Middle class,74999.0,1.0,Female,City
5608,White,Middle class,34999.0,1.0,Male,City
5609,White,Middle class,79999.0,0.0,Female,City
5610,White,Middle class,64999.0,1.0,Male,Small town
5611,Multiple,Working class,59999.0,0.0,Male,Rural area
5612,White,Middle class,34999.0,0.0,Female,Small town
5613,White,Working class,49999.0,1.0,Male,Small town
5614,White,Middle class,300000.0,0.0,Male,Suburb
5615,Asian,Upper class,89999.0,0.0,Female,Rural area
5616,White,Working class,74999.0,0.0,Female,Suburb
5617,White,Middle class,99999.0,0.0,Male,Suburb
5618,White,Middle class,64999.0,0.0,Male,Small town
5619,Hispanic,Working class,14999.0,1.0,Female,City
5620,Hispanic,Working class,24999.0,1.0,Female,City
5621,White,Middle class,59999.0,1.0,Female,Suburb
5622,Multiple,Lower class,300000.0,1.0,Female,Small town
5623,White,Middle class,249999.0,1.0,Female,City
5624,White,Middle class,89999.0,1.0,Male,Suburb
5625,White,Middle class,149999.0,1.0,Female,Suburb
5626,White,Working class,89999.0,0.0,Female,Small town
5627,White,Middle class,149999.0,0.0,Female,Suburb
5628,White,Working class,59999.0,0.0,Female,Small town
5629,White,Middle class,89999.0,0.0,Female,Rural area
5630,White,Working class,124999.0,0.0,Female,City
5631,White,Working class,49999.0,0.0,Female,Suburb
5632,White,Working class,44999.0,0.0,Male,City
5633,Hispanic,Middle class,69999.0,1.0,Female,Suburb
5634,White,Middle class,99999.0,1.0,Male,Suburb
5635,White,Working class,44999.0,1.0,Male,City
5636,Hispanic,Middle class,24999.0,1.0,Male,Suburb
5637,White,Working class,109999.0,0.0,Male,City
5638,Black,Lower class,9999.0,1.0,Female,Small town
5639,Multiple,Working class,174999.0,1.0,Male,Small town
5640,White,Working class,99999.0,0.0,Female,Rural area
5641,White,Middle class,29999.0,0.0,Male,Small town
5642,Hispanic,Middle class,44999.0,1.0,Female,Small town
5643,White,Middle class,174999.0,1.0,Male,Suburb
5644,White,Working class,34999.0,1.0,Female,Small town
5645,White,Upper class,59999.0,1.0,Female,Suburb
5646,White,Middle class,49999.0,1.0,Male,Small town
5647,Black,Working class,59999.0,1.0,Female,Small town
5648,White,Working class,34999.0,1.0,Male,Small town
5649,White,Middle class,9999.0,1.0,Male,Suburb
5650,White,Working class,44999.0,1.0,Male,City
5651,Hispanic,Middle class,64999.0,1.0,Male,City
5652,White,Working class,19999.0,1.0,Male,City
5653,White,Middle class,249999.0,1.0,Female,Suburb
5654,White,Middle class,109999.0,1.0,Female,City
5655,White,Lower class,19999.0,1.0,Female,Rural area
5656,White,Working class,174999.0,0.0,Male,Small town
5657,White,Lower class,24999.0,1.0,Male,City
5658,White,Working class,74999.0,1.0,Female,City
5659,White,Middle class,9999.0,1.0,Female,City
5660,White,Working class,59999.0,0.0,Female,Small town
5661,White,Middle class,99999.0,0.0,Male,Small town
5662,Asian,Middle class,300000.0,1.0,Female,City
5663,Black,Working class,174999.0,1.0,Male,City
5664,White,Middle class,9999.0,1.0,Male,Suburb
5665,White,Lower class,19999.0,1.0,Male,Small town
5666,White,Lower class,9999.0,1.0,Female,Rural area
5667,Black,Middle class,59999.0,1.0,Female,City
5668,White,Middle class,174999.0,0.0,Female,Rural area
5669,Asian,Upper class,59999.0,1.0,Female,City
5670,White,Middle class,149999.0,1.0,Female,City
5671,White,Middle class,89999.0,0.0,Female,Rural area
5672,White,Middle class,149999.0,1.0,Male,Suburb
5673,White,Lower class,34999.0,0.0,Male,City
5674,White,Middle class,109999.0,1.0,Female,Suburb
5675,White,Working class,49999.0,1.0,Male,City
5676,Asian,Middle class,69999.0,1.0,Male,Suburb
5677,White,Middle class,69999.0,0.0,Male,Small town
5678,Black,Working class,89999.0,0.0,Female,City
5679,White,Working class,74999.0,0.0,Female,Small town
5680,White,Working class,34999.0,1.0,Female,Rural area
5681,White,Middle class,24999.0,1.0,Female,City
5682,White,Middle class,9999.0,1.0,Female,Small town
5683,White,Middle class,174999.0,1.0,Male,City
5684,White,Working class,29999.0,0.0,Female,Suburb
5685,White,Middle class,19999.0,0.0,Male,Rural area
5686,White,Middle class,79999.0,1.0,Male,Small town
5687,White,Middle class,124999.0,1.0,Female,City
5688,White,Lower class,24999.0,0.0,Male,Suburb
5689,Hispanic,Middle class,79999.0,1.0,Female,City
5690,Hispanic,Working class,39999.0,1.0,Female,Small town
5691,White,Working class,109999.0,1.0,Female,City
5692,Asian,Middle class,149999.0,0.0,Male,City
5693,White,Middle class,39999.0,0.0,Female,Suburb
5694,White,Middle class,300000.0,1.0,Male,Suburb
5695,White,Middle class,39999.0,1.0,Female,Suburb
5696,White,Middle class,300000.0,0.0,Female,Suburb
5697,White,Middle class,109999.0,0.0,Male,Suburb
5698,White,Working class,89999.0,0.0,Male,Small town
5699,Black,Middle class,24999.0,1.0,Female,City
5700,White,Middle class,300000.0,1.0,Male,City
5701,White,Lower class,14999.0,1.0,Female,Small town
5702,White,Lower class,29999.0,0.0,Female,Suburb
5703,White,Working class,44999.0,1.0,Male,Suburb
5704,White,Working class,44999.0,0.0,Male,Small town
5705,White,Middle class,49999.0,1.0,Female,City
5706,White,Middle class,174999.0,1.0,Female,Suburb
5707,White,Middle class,9999.0,1.0,Female,Small town
5708,White,Middle class,64999.0,1.0,Male,City
5709,White,Middle class,124999.0,0.0,Male,Small town
5710,Hispanic,Middle class,174999.0,1.0,Female,Suburb
5711,Asian,Middle class,34999.0,1.0,Male,City
5712,White,Upper class,174999.0,1.0,Male,Suburb
5713,White,Upper class,249999.0,1.0,Female,Suburb
5714,White,Upper class,300000.0,1.0,Male,Small town
5715,White,Middle class,79999.0,1.0,Female,Small town
5716,Asian,Upper class,249999.0,1.0,Female,City
5717,White,Middle class,99999.0,0.0,Male,Small town
5718,White,Working class,29999.0,0.0,Male,Small town
5719,White,Middle class,34999.0,0.0,Male,Rural area
5720,White,Working class,79999.0,1.0,Female,City
5721,Black,Working class,64999.0,1.0,Female,City
5722,White,Working class,59999.0,1.0,Female,City
5723,White,Working class,9999.0,0.0,Female,City
5724,Hispanic,Middle class,149999.0,1.0,Female,City
5725,White,Middle class,124999.0,1.0,Male,Small town
5726,White,Working class,39999.0,1.0,Female,Rural area
5727,White,Middle class,109999.0,0.0,Male,Suburb
5728,White,Middle class,149999.0,0.0,Female,Suburb
5729,White,Lower class,34999.0,0.0,Male,Suburb
5730,Hispanic,Middle class,149999.0,1.0,Male,Suburb
5731,White,Middle class,69999.0,0.0,Male,City
5732,White,Middle class,39999.0,0.0,Female,Suburb
5733,Black,Middle class,174999.0,1.0,Male,City
5734,White,Middle class,69999.0,0.0,Female,Suburb
5735,Hispanic,Middle class,34999.0,1.0,Female,City
5736,White,Middle class,69999.0,1.0,Male,City
5737,White,Middle class,59999.0,1.0,Female,City
5738,White,Working class,14999.0,1.0,Female,City
5739,White,Middle class,249999.0,1.0,Female,Suburb
5740,White,Middle class,99999.0,0.0,Male,Rural area
5741,White,Middle class,174999.0,1.0,Female,City
5742,White,Working class,59999.0,1.0,Male,Small town
5743,White,Middle class,34999.0,1.0,Female,Small town
5744,Black,Middle class,249999.0,1.0,Female,Suburb
5745,White,Working class,59999.0,0.0,Male,Suburb
5746,White,Middle class,249999.0,1.0,Female,Small town
5747,White,Middle class,14999.0,1.0,Female,City
5748,Black,Working class,64999.0,1.0,Male,Small town
5749,White,Middle class,59999.0,0.0,Male,City
5750,Black,Working class,74999.0,1.0,Female,City
5751,White,Middle class,99999.0,1.0,Female,City
5752,Hispanic,Working class,14999.0,1.0,Male,Small town
5753,White,Lower class,9999.0,1.0,Male,Rural area
5754,White,Middle class,109999.0,0.0,Female,Small town
5755,White,Working class,109999.0,0.0,Female,Small town
5756,White,Middle class,300000.0,0.0,Female,Small town
5757,White,Middle class,149999.0,0.0,Male,Rural area
5758,White,Middle class,49999.0,0.0,Male,Small town
5759,White,Working class,9999.0,0.0,Female,Small town
5760,White,Middle class,109999.0,0.0,Male,City
5761,White,Middle class,29999.0,0.0,Female,Rural area
5762,White,Middle class,79999.0,1.0,Male,Rural area
5763,Black,Middle class,9999.0,1.0,Female,City
